Gene	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D3
412454	5548	2686	6435	4978	5551	6524	3223	3783	6109	2751	4069
100576177	82	20	69	77	68	70	35	40	64	19	37
724520	58	16	36	39	25	41	37	19	34	17	23
724327	236	119	273	196	279	345	135	141	239	128	198
726619	628	280	624	552	601	680	311	386	594	280	378
100576410	0	0	1	1	0	1	0	0	0	1	0
100577244	1	0	0	0	0	0	0	0	1	0	1
410109	10726	4219	9271	9421	9907	10814	5312	6145	9976	4804	6975
414004	6985	2693	7225	6018	6686	8083	3994	3832	6857	3060	4709
412630	37	7	27	26	47	32	9	19	17	5	21
100578581	341	198	399	360	378	410	216	262	408	174	237
725259	10256	3489	9118	8828	10225	10534	4983	4961	9541	4638	6893
410636	3303	1615	3721	2911	2945	3843	1737	1987	3208	1326	2128
100577262	0	0	0	0	0	0	0	0	0	0	0
100578206	0	0	0	0	0	0	0	0	0	0	0
551034	1398	657	1409	1192	1440	1568	800	778	1359	627	919
551455	0	0	0	0	0	0	0	0	0	0	1
100578951	981	493	1142	810	830	1019	599	801	1009	465	745
552026	7091	3072	6995	6457	7016	7945	3966	4365	7081	3250	4774
726088	21083	9748	23052	18272	20021	24476	11615	11769	19891	9202	13217
100577715	4	1	6	6	7	9	3	6	9	2	5
551950	265	104	242	169	245	319	95	127	187	80	109
412598	2920	1277	3065	2546	2922	3359	1584	1676	2941	1313	2023
725330	1753	850	1976	1484	1738	2098	1036	1164	1697	828	1198
411655	0	0	0	0	0	0	0	0	0	0	0
725190	632	155	392	524	519	519	310	379	478	215	390
726136	78	23	57	52	56	67	26	28	50	35	44
725626	4816	1953	4981	3846	4570	5364	2571	2483	4396	1931	3050
100578361	0	0	0	0	0	0	0	0	0	0	0
408392	6459	2996	7171	5672	6302	7149	3539	3878	6422	2805	4107
411675	8464	3424	8149	7619	7825	9156	4442	4950	7429	3850	5701
725049	1200	610	1262	997	1124	1272	758	883	1177	570	847
414026	386	212	465	355	404	412	261	286	445	209	338
411706	334	216	518	724	800	912	195	319	697	263	616
725791	194	113	267	186	227	256	108	123	235	96	133
413933	3235	1480	3654	2695	3062	3779	1757	2038	3259	1625	2293
724191	9394	3936	9375	7562	7988	10508	4973	5751	8528	3730	5436
726801	2341	1079	2566	2103	2264	2745	1272	1344	2346	985	1538
726188	5800	1810	5114	5317	5399	5929	2541	3014	5152	2124	3502
550976	0	0	0	0	0	0	0	0	0	0	0
100576461	3058	1199	2922	2796	2759	3060	1536	1914	2774	1316	1967
100576704	7	4	10	5	8	9	1	6	12	4	7
100578988	233	119	325	229	279	290	172	176	279	117	228
727140	1561	705	1655	1365	1515	1895	828	949	1456	701	946
726673	823	397	882	643	781	883	494	578	872	364	578
410690	4676	2481	5569	4085	5157	5782	2816	2871	4911	2279	3452
410115	7701	3721	8372	6574	7385	9028	4104	4662	7253	3365	4930
408827	13692	6517	13855	11889	15521	14748	6677	9023	12835	7130	7881
100577674	227	111	240	221	239	257	148	160	207	120	172
409771	3284	1147	2916	2907	2909	3251	1614	1778	2644	1216	1673
100576237	128	50	94	104	86	82	59	59	87	53	32
100576093	0	1	1	0	1	0	0	0	2	0	0
726598	1508	692	1582	1261	1528	1668	788	814	1471	650	971
726887	1292	401	1055	1022	1245	1360	502	578	1017	421	718
551903	7702	3483	8167	6606	7393	9531	4006	5415	7848	3589	5154
409832	5743	2524	6227	4639	5226	6243	3350	3736	5508	2514	3590
410663	764	381	905	606	654	878	451	480	845	389	483
100577115	820	199	630	754	815	633	500	469	827	345	578
410606	46	15	60	51	38	50	19	40	51	23	32
724932	1756	896	1980	1509	1630	1990	1026	1184	1581	763	1165
551229	5728	2628	6283	5052	5425	6462	3049	3727	5512	2481	3666
551486	8480	3958	8979	7415	8424	9506	4624	5027	7919	4061	5744
410959	602	237	709	629	717	1012	320	324	711	386	522
726237	3786	1843	4184	3476	3722	4538	2248	2453	3682	1759	2651
552239	10383	5418	12631	9299	11813	13736	5878	8297	12562	5792	8069
409946	13667	6634	15630	12315	13180	15105	7315	8194	12936	6062	8220
726795	121	35	75	71	61	68	43	60	58	40	40
726229	3	2	10	11	9	7	4	3	16	1	1
551815	794	424	943	788	918	1044	501	565	907	394	588
726915	2	0	4	1	2	1	4	0	4	1	0
408843	3071	1495	3437	2688	3040	3604	1815	2083	3256	1463	1993
551828	2217	575	1888	1990	2157	1893	1146	1179	2053	848	1599
100578882	10	7	11	6	10	10	3	8	15	6	10
100577625	70	17	39	45	69	33	32	27	26	22	16
411026	1825	882	1992	1582	1863	2121	1082	1089	1807	873	1264
726906	2467	1236	2775	2127	2430	2625	1571	1694	2609	1205	1772
409469	450	213	457	377	361	610	295	117	519	84	168
725909	0	0	0	0	0	0	0	0	0	0	0
726230	6858	2691	6368	5139	6676	7018	3300	3070	5811	2434	3965
551687	17212	7368	20463	19385	20467	27395	10169	10397	20755	9614	12317
100578661	0	0	0	0	0	0	0	0	0	0	0
727264	488	206	478	483	497	545	165	311	437	145	306
411871	334	112	252	274	311	320	209	197	312	162	248
724561	68	21	44	60	50	71	28	26	44	24	47
100578643	51	15	30	47	54	39	22	40	35	17	30
411846	280	133	269	251	238	272	150	203	266	116	156
410091	6542	2792	6814	5398	6329	7511	3549	3941	6460	2805	4188
408305	6257	2515	6263	5186	5717	6778	3026	3266	5337	2512	3832
726152	1828	627	1536	1798	1800	1854	937	944	1497	715	1276
724274	30197	12272	34584	24609	29749	38112	13605	12718	24739	12192	21653
100578014	1711	874	2087	1449	1864	1960	1145	1329	1952	900	1460
413289	1510	480	1329	1343	1378	1497	684	650	1304	602	961
100578400	4	0	1	3	3	2	0	0	3	0	0
100577313	1073	339	952	966	891	956	640	512	981	479	788
100576442	34	24	45	34	52	56	33	43	55	35	41
411272	1976	820	1800	1517	1373	2027	917	1007	1907	809	1091
100578965	63	20	70	52	90	48	32	30	62	13	41
100576728	135	64	213	136	149	149	107	115	157	74	132
725409	0	0	0	0	0	0	0	0	0	0	0
413591	375	165	454	349	451	439	289	319	566	227	386
727163	0	0	0	0	0	0	0	0	0	0	0
413357	4292	1833	4393	3799	4556	4977	2395	2519	4206	2096	3036
100578217	44	42	98	72	84	102	33	45	107	37	76
411781	0	0	0	0	0	0	0	0	0	0	0
410855	2295	1134	2566	2171	2376	2799	1251	1387	2403	1080	1640
552209	8345	2783	7546	7416	8946	8540	4096	3409	7879	3123	5716
100576494	9539	4122	9719	8582	9041	9740	4775	5671	8949	4001	6109
100578152	373	186	486	284	366	406	302	349	482	201	324
552043	1978	980	2092	1724	1962	2283	1142	1338	1997	901	1322
411145	2251	951	1935	1971	1992	2322	1267	1262	1994	894	1421
408668	5267	2404	5469	4608	5032	5602	2913	3114	5074	2424	3278
411942	2064	1035	2383	1912	2145	2332	1211	1381	2277	987	1519
727192	0	0	0	0	0	0	0	0	0	0	0
412481	1186	566	1306	1100	1306	1398	685	760	1251	650	864
552653	1654	736	1822	1337	1379	1568	1002	1290	1802	685	1017
550987	1805	958	2113	1736	1981	2200	1112	1217	1817	849	1251
410633	1	4	0	4	4	3	3	5	6	4	2
409040	3578	1507	3985	3119	4303	4186	1835	2244	3490	1451	2050
100578948	131	51	115	120	139	132	80	63	154	58	109
100578633	167	65	177	156	188	193	82	112	142	68	120
100576557	13	2	11	4	10	8	3	7	15	5	8
412966	512	241	524	468	563	622	290	312	546	226	394
727353	0	0	0	0	0	0	0	0	0	0	0
724486	1036	550	1188	898	959	1243	646	778	1100	450	711
411279	2330	1092	2558	2013	2215	2647	1212	1401	2258	1058	1508
411053	79	27	63	39	59	88	40	44	73	26	51
100576360	25	3	24	8	9	25	3	12	19	5	14
552275	5605	2345	5504	4912	5137	5866	2936	2981	5286	2374	3533
412851	1120	598	1369	955	1171	1398	682	705	1210	562	906
410595	2603	1303	2927	2316	2652	3095	1388	1563	2542	1156	1742
551626	5	0	1	2	3	1	3	2	5	1	3
727399	8202	2745	7094	6972	7341	8070	3748	3754	7059	2917	4746
409243	12586	4864	11879	11633	12409	12352	7558	9286	13100	6134	8383
100576971	0	0	0	0	0	0	0	0	0	0	0
725848	274	136	374	237	268	518	180	211	365	127	189
412955	348	84	281	312	338	316	154	140	296	120	204
552477	20624	8766	20910	18084	18037	20532	11015	11617	18563	8900	12392
552258	5941	2696	6514	5263	5971	7142	3273	3240	5901	2822	4208
550928	0	0	0	0	0	0	0	0	0	0	0
410938	2163	913	2121	1858	1970	2122	1170	1227	2002	880	1231
552723	7847	3822	8713	6633	7556	9492	4396	4675	7780	3666	5298
413091	9743	3777	9423	8174	9136	10015	5183	6012	8693	4153	5721
409222	10845	5138	11654	9733	11084	13854	5506	6373	10152	4996	7984
552470	16256	7131	16927	13343	14783	18034	7964	9317	15073	6210	9360
410239	6404	2838	6776	5504	6158	6920	3530	3856	6082	2856	4337
100577759	181	95	231	144	172	278	98	133	231	65	136
725755	655	391	828	616	692	765	427	521	824	346	558
551465	0	0	0	0	0	0	0	0	0	0	0
100577496	980	458	1218	839	878	1164	463	660	1125	420	561
411361	13561	6061	15001	12688	14136	16046	7398	8547	15168	6517	9540
410423	10326	3320	8828	9956	11174	11657	4895	5235	9301	4703	7220
551358	579	352	801	546	671	774	429	460	769	407	665
100578916	0	0	0	0	0	0	0	0	0	0	0
727546	0	0	0	0	0	0	0	0	0	0	0
413758	2360	1056	2481	2165	2236	2510	1366	1382	2400	1039	1603
727168	0	0	0	0	0	0	0	0	0	0	0
413994	30836	10931	25402	26092	27405	28809	15062	18518	26201	11999	17973
100577264	30	11	33	31	35	42	20	21	41	18	33
724555	7711	3189	7293	5769	6687	8272	3742	3976	6686	2856	4123
552712	3705	1893	4296	3560	4071	5155	2098	1792	4274	1718	2574
100577555	0	0	0	0	0	0	0	0	0	0	0
100576702	17	3	5	9	7	17	1	6	7	5	5
552568	883	452	930	796	865	995	518	533	938	432	685
726747	4580	2277	4859	3934	4219	5134	2430	2754	4179	1892	2722
725062	1517	675	1623	1288	1427	1673	903	978	1406	695	929
100578524	566	255	888	543	552	914	304	281	954	238	541
100576537	0	0	1	0	2	1	0	1	1	0	0
413126	0	0	0	0	0	0	0	0	0	0	0
724408	2197	1022	2372	1893	2172	2454	1171	1367	2104	997	1410
409664	3305	1397	3581	2697	3096	3465	1580	1823	2850	1260	1950
551349	8538	3331	8036	7478	8226	8795	4654	5229	8125	3634	5137
410882	6417	2471	5776	6166	5866	7179	3435	3861	5604	2616	4297
552820	3693	1551	3503	3057	3696	3867	2094	2039	3588	1670	2415
100578804	168	335	648	137	377	227	88	377	500	71	154
409111	0	0	0	0	0	0	0	0	0	0	0
412231	2755	1500	3855	2320	3270	3354	1529	1889	3318	1258	1778
724847	3142	1103	2923	2843	2376	3256	1591	1567	2802	1156	1785
411336	76	29	56	86	89	76	35	59	50	30	56
408905	1472	632	1546	1522	1614	1813	775	768	1541	706	1157
100578380	327	157	352	283	311	376	203	204	338	133	219
726466	1225	415	1050	1008	1092	1125	469	652	1054	460	671
412690	1008	444	1105	855	1048	1175	583	632	1152	491	679
100577428	69	18	45	39	45	48	11	28	37	18	30
551319	92796	28049	70619	85790	85954	75957	44825	61592	85866	30822	57819
100577804	180	55	139	171	183	211	115	74	172	58	150
100576854	328	161	381	262	344	399	185	241	450	151	254
413001	5978	3005	6730	5596	6599	7195	3662	4419	6965	2915	4408
726336	7948	3374	8046	6935	7581	8685	4337	4297	7490	3569	4843
409581	0	0	0	0	0	0	0	0	0	0	0
411744	42832	14321	40473	38028	45837	46216	21809	21168	44200	17570	31903
413772	0	0	0	0	0	0	0	0	0	0	0
100577682	2206	775	1809	1537	1953	2074	1404	1444	2169	1309	1391
409217	12277	5880	13204	11145	12960	14206	6633	7518	12431	5689	8815
100576856	12	2	7	10	9	11	7	4	14	3	8
727119	0	0	0	0	0	0	0	0	0	0	0
725447	0	0	0	0	0	0	0	0	0	0	0
725167	9866	4191	10921	7397	8710	11062	4603	5924	10157	3936	5911
551796	20405	7519	18671	18435	18221	20933	10311	10416	16581	7897	11250
100577349	0	0	1	0	1	0	2	0	0	1	0
724752	830	394	939	851	1044	1001	592	518	966	464	649
409335	4085	2076	4608	3571	4022	4898	2452	2586	4355	1875	2818
100576570	0	0	0	0	0	0	0	0	0	0	0
100577928	39504	14532	36597	34616	35380	40446	19275	21244	34923	16621	23733
726250	99	49	181	96	146	195	67	88	187	37	70
412339	2355	1144	2679	1968	2168	2847	1188	1411	2297	969	1510
408821	9893	3239	8899	7628	8699	9947	4682	4906	8565	3537	5631
412580	1533	744	1662	1364	1511	1855	840	992	1628	763	1104
100578570	6	1	4	1	5	7	3	2	4	0	4
100577334	312	100	238	279	279	242	189	162	264	182	183
100576842	55	19	35	46	33	51	43	33	43	23	24
550981	1905	920	2129	1648	1843	2185	1182	1246	1927	842	1294
726474	409	225	532	388	486	462	337	352	569	234	411
724928	3062	1595	3660	2757	3090	3640	1775	2053	3328	1400	2325
409180	14331	6639	15758	12320	13690	16774	7633	8109	13946	5884	9086
725173	124	51	138	114	142	148	87	87	128	61	99
725974	0	0	0	0	0	0	0	0	0	0	0
409644	3217	1197	2904	2828	3262	3291	1591	1609	3009	1591	1977
725344	112	82	175	108	166	192	66	83	178	46	130
410492	1240	486	1001	1055	1128	1174	396	716	676	279	498
100578183	4	0	3	1	3	3	1	1	3	2	3
411799	2225	1059	2431	1998	2180	2651	1191	1374	2261	1069	1557
725263	36426	14750	37031	32403	35115	42037	17969	21122	34935	13803	20441
725401	552	241	624	489	484	593	303	368	486	257	385
412897	13097	5607	14020	11055	12292	13960	6499	6349	11817	5590	8636
726528	85	38	77	63	77	96	60	54	58	34	46
100577789	488	209	522	420	549	543	268	351	513	210	359
100576226	369	176	370	325	344	400	180	215	380	146	227
410435	4870	1570	4456	4198	3907	5186	2046	2386	3616	1693	2966
410093	991	482	1130	850	958	1318	566	647	1016	392	626
100577787	1	0	0	2	0	2	0	1	1	0	0
408777	695	220	500	716	714	713	344	377	572	274	414
726444	0	0	0	0	0	0	0	0	0	0	0
413550	627	180	499	551	494	559	306	278	542	207	332
412549	1199	590	1396	1046	1228	1453	691	832	1289	521	818
410798	2206	705	2443	1831	2002	2618	967	1207	2181	839	1297
412608	3241	1657	3566	2863	3442	3808	1887	1814	3318	1646	2271
100578683	0	0	0	0	0	0	0	0	0	0	0
727367	0	0	0	0	0	0	0	0	0	0	0
100315668	12	6	24	13	19	14	8	9	16	8	9
413906	4273	1494	3911	3373	3831	4589	2577	2425	4203	1949	2519
551555	13583	6005	14205	12172	13215	15281	7216	7866	12969	5989	8849
100578208	171	77	220	173	196	189	100	83	185	84	136
551871	8	3	11	5	7	13	2	3	5	4	1
724986	1855	955	2273	1742	2032	2223	1231	1367	2036	944	1405
409534	8738	3474	8903	7602	8203	9876	4429	5351	8316	3899	5708
409279	4459	1891	4595	3818	4381	5043	2540	2597	4149	2156	3004
411980	8447	3426	8214	7541	8154	8992	4279	5096	7991	3575	5410
408794	6258	2899	6670	5437	5998	7038	3288	3409	5798	2684	3800
726694	3714	1583	3461	3287	3538	4069	1917	2048	4067	1678	2376
552382	5302	2628	5844	4803	5347	6371	3111	3395	5730	2645	3818
100578115	0	0	1	2	0	0	0	0	0	0	0
726529	1114	487	1150	1057	1170	1294	628	665	1111	444	617
412366	6479	3253	7227	5832	6972	8471	3732	4361	6668	3419	5282
725143	1452	689	1503	1354	1465	1713	787	1023	1359	685	936
725383	13146	5680	13582	10628	10978	13811	6994	8665	12254	5282	7742
724749	12	12	36	16	448	23	18	21	31	11	12
100577101	144	46	98	122	130	131	86	82	93	79	90
100578832	1574	631	1820	1281	1521	1700	954	1219	1768	800	1119
406095	0	0	0	0	0	0	0	0	0	0	0
100576295	77	30	55	59	62	60	25	46	71	26	46
726482	3789	1796	4025	3369	3790	4479	2217	2213	3493	1899	2510
410324	274	160	329	251	367	315	135	165	356	132	212
725128	426	174	471	364	377	505	178	238	388	152	249
726811	426	203	477	358	390	401	243	286	471	221	313
410098	5255	2382	5799	4590	5467	6406	2807	2673	5234	2573	3947
724279	0	0	0	0	0	0	0	0	0	0	0
100577375	13	2	16	16	14	21	6	12	8	4	15
408607	9105	3475	8843	7877	8753	10471	4523	4438	8563	3673	5870
412547	469	205	527	408	428	559	261	283	389	191	305
726346	71125	27769	66213	63413	66687	74640	34287	39332	64980	28330	41764
552317	763	338	863	647	852	915	453	566	835	379	603
100576355	1250	458	1269	1314	1362	1355	626	562	1177	521	761
100576412	618	330	720	618	702	762	440	441	726	357	513
551254	9494	4143	9611	7989	9528	10506	4855	4956	9170	3983	6684
410639	11	8	14	9	14	8	5	8	15	7	3
725923	8438	3350	8231	7256	8760	9939	4487	4331	8434	3643	5697
100578700	2783	1069	2434	2385	2526	2862	1330	1824	2509	1060	1274
100577855	0	0	0	0	0	0	0	0	1	0	0
551574	7910	3883	8843	6828	7804	9810	4489	4900	7949	3585	5426
413350	2375	772	2018	2145	1864	2238	1083	1285	1762	880	1372
410084	3784	1772	4030	3406	3712	4323	2175	2512	3623	1764	2525
100578541	131	34	94	106	122	108	31	44	94	31	58
412282	6472	3270	7273	5779	7374	8778	3939	3916	6924	3644	5686
552611	5770	2803	6436	4952	5628	6762	2997	3166	5655	2415	3593
551756	2657	1182	2867	2363	2600	2967	1493	1559	2593	1246	1850
410775	2568	1006	2896	2253	2646	3473	1216	1814	3352	986	1889
100577340	1	0	1	2	2	2	0	0	2	0	0
552533	2403	1225	2797	2113	2386	2843	1475	1590	2391	1081	1652
100578376	4	0	6	4	7	6	2	1	2	1	5
552196	763	397	851	700	859	919	465	514	797	348	500
100578421	10	5	9	3	3	9	2	2	5	5	5
412314	1852	835	1962	1625	1869	2022	1027	1100	1790	822	1196
408626	5046	2134	5118	4431	4983	5608	2764	2957	4599	2192	2975
408455	603	158	452	604	594	571	339	303	588	263	412
551494	9145	3560	8709	7873	8780	9470	4736	5697	8961	3767	5499
100576986	15	7	9	11	15	13	5	8	8	4	13
726162	56	17	44	46	47	54	12	28	41	18	31
552384	2863	1366	3290	2452	2954	3331	1678	1724	2945	1402	1959
724466	336	180	485	435	639	487	259	263	657	226	327
726926	0	0	0	0	0	0	0	0	0	0	0
726555	0	0	0	0	0	0	0	0	0	0	0
551614	4414	1739	3935	3816	4228	4438	2414	2174	4341	2085	2802
552755	1657	788	1729	1444	1724	1792	921	1090	1597	740	1125
411714	5435	2506	5859	4624	5438	6086	3288	3201	5632	2478	3720
100578512	26	8	21	22	20	25	12	25	19	24	14
100577142	545	239	528	344	646	854	436	365	562	274	374
410283	1741	768	1816	1541	1526	1751	872	1049	1440	652	935
411181	12899	3820	10476	11760	12617	12467	6158	5955	11371	4774	8048
409787	538	113	328	243	214	209	181	170	382	75	302
100577188	0	0	0	0	0	0	0	0	0	0	0
413280	18755	8091	20096	16230	18382	22147	9477	9571	18413	7583	12472
411115	23803	8118	19587	20908	21354	22457	11468	14784	20973	9537	14462
406147	27	9	26	25	20	25	8	10	17	14	15
726874	455	227	650	423	518	570	340	315	599	252	458
726115	1275	600	1392	1177	1374	1667	615	734	1166	633	941
100576979	0	0	0	0	0	0	0	0	0	0	0
100578666	51	14	53	58	51	60	63	41	64	20	32
725882	210	124	232	162	213	266	146	174	266	109	162
100578710	43	24	29	50	27	52	36	37	44	22	34
409462	3303	1494	3405	2821	3180	3869	1792	1936	3101	1517	2021
411796	1536	843	1896	1460	1808	1948	901	919	1878	643	1118
408379	109	48	115	78	103	101	66	95	109	31	82
100577003	813	443	964	739	1017	1069	406	651	830	368	645
411665	1681	750	2038	1584	1884	1974	868	962	1842	759	1187
725308	66	50	85	65	103	103	30	42	105	38	60
724313	9	4	8	7	26	12	5	8	5	1	5
100578674	374	156	390	287	316	379	244	228	370	188	284
100577256	12	12	11	10	13	16	3	4	13	4	4
100578519	0	0	0	0	0	0	0	0	0	0	0
552420	2148	1143	2550	1996	2299	2723	1341	1574	2431	1039	1614
552062	0	0	0	0	0	0	0	0	0	0	0
100578571	16	5	3	18	10	9	9	12	11	6	11
552785	2530	715	2083	2383	2305	2131	1393	1480	2448	952	1555
551937	0	0	0	0	0	0	0	0	0	0	0
100578549	2	0	4	0	1	5	0	1	5	0	6
100577124	18	7	22	20	25	12	11	11	18	9	17
100577713	3	1	5	8	3	11	0	3	6	2	9
100578889	7	3	13	9	11	7	6	10	13	8	19
410537	93	26	80	97	87	106	58	39	88	55	46
724874	106	48	113	75	125	135	33	53	133	38	81
724901	7082	3564	8324	6365	7535	8283	4053	4382	7331	3270	4857
724450	2336	783	1998	2172	2387	2373	1163	1184	2423	1097	1640
725996	2537	825	1866	2111	2332	2010	1160	1111	1969	974	1281
100576291	5158	1254	3649	4615	3750	3923	2146	2557	3590	1628	2384
725715	0	0	0	0	0	0	0	0	0	0	0
409957	38790	14372	34931	33736	38167	38609	20029	20778	33947	15934	23461
725130	4942	2274	4929	4367	5047	5455	2664	2847	5067	2170	3434
409697	6377	2101	5965	5568	6099	6612	2958	3371	5934	2369	4081
100577095	0	0	0	0	0	0	0	0	0	0	0
551283	5011	2286	5575	4324	4813	6013	2705	2754	4854	2173	3203
725668	178	91	235	228	234	358	72	113	498	163	254
100576369	6749	2587	6500	5891	6905	7411	3596	3581	6510	3007	3992
724393	305	138	344	240	252	404	149	136	265	110	240
409280	2938	1375	3429	2544	3056	3433	1742	1818	3146	1384	2114
552084	826	429	986	757	882	1035	464	543	910	426	594
100576837	1580	709	1626	1380	1475	1877	882	896	1599	694	1035
726493	186	84	233	143	222	214	101	131	221	81	109
727197	0	0	0	0	0	0	0	0	0	0	0
412797	19	13	15	12	17	17	5	10	4	3	7
100577681	262	142	340	210	304	299	205	227	318	137	264
725027	640	243	546	526	584	633	273	375	492	236	328
410068	16491	7234	15868	14551	14929	17078	8023	8569	14446	6783	9187
724295	463	142	350	389	442	520	207	188	364	191	356
410228	144	37	119	108	121	161	64	67	109	37	84
409702	3028	1334	3201	2677	3008	3451	1718	1729	3049	1430	2084
100576470	629	149	378	678	589	389	308	549	503	213	384
413384	1222	492	1205	1061	1172	1476	574	533	1234	495	842
726222	8097	3874	9219	7396	7407	9099	4329	5115	7353	3294	4774
410076	4384	2087	4539	3695	4162	4804	2320	2672	4041	1951	2687
724724	76157	32023	79978	67735	73303	84490	40467	38488	73238	32121	47005
100577891	1	0	1	0	7	3	0	4	1	1	2
100578860	0	0	0	0	0	0	0	0	0	0	0
725801	743	390	966	618	858	894	414	537	911	351	657
724640	15	3	2	1	3	5	0	4	13	0	11
411238	1770	568	1598	1587	1738	1778	968	861	1620	739	1249
550663	9849	4453	10841	8858	10486	11626	5492	5552	10336	4692	7064
100576097	75	46	76	64	103	133	24	63	106	37	56
725967	2798	1412	3491	2271	2792	3756	1308	1405	2991	1079	1940
409159	1863	731	1570	1592	2026	1996	1339	1075	1810	1098	1191
410733	737	338	522	676	545	759	599	472	727	418	519
100576584	42	17	45	41	50	52	14	21	31	18	23
406126	23129	9093	22015	18248	18766	24320	11656	12578	19323	9110	12717
100576823	4244	1603	4147	3863	3729	4294	2268	2425	4058	1874	2617
410968	3978	1855	4323	3757	3932	4411	2177	2390	3655	1828	2601
100579044	4	5	13	13	9	8	11	16	15	0	2
550858	722	339	889	705	811	839	481	551	843	374	642
412191	6220	2457	5887	5510	6003	6156	3209	3614	5913	2702	3800
100576968	4803	2069	4972	4248	4896	5272	2620	2892	4920	2342	3236
410849	4605	2138	4970	4074	4946	5127	2626	3020	4478	2361	3418
100578196	360	112	267	296	316	296	198	145	286	132	192
727574	0	0	0	0	0	0	0	0	0	0	0
552126	4848	2563	5439	4424	5291	6211	2624	2826	5152	2331	4302
552443	2510	1174	2721	2318	2826	3011	1392	1491	2712	1300	1795
412617	4043	1879	4311	3540	3873	4635	2498	2642	4255	1987	2654
412279	232	55	173	152	181	163	104	78	143	82	120
551357	1618	695	1737	1353	1764	1890	845	960	1536	657	911
412769	226	95	237	172	200	251	110	154	173	70	127
413925	1568	612	1707	1344	1621	2059	715	938	1929	606	1042
725335	40	11	25	31	21	33	21	14	22	11	16
100049571	616535	238921	621220	534611	614581	626332	303169	413583	605799	283346	381464
551968	10680	4524	9660	8285	8896	9360	6226	8281	8802	4988	5984
724198	0	0	0	0	0	0	0	0	1	0	0
409868	1285	358	830	862	885	1116	1444	1301	2282	1104	859
100577237	6690	2826	7176	5970	6215	7307	3589	4082	6120	2851	4019
100576864	1246	544	1300	1057	1213	1330	641	757	1213	538	774
724976	4236	1776	4284	3761	3891	4683	2151	2346	4010	1841	2828
552069	337	143	344	269	274	376	146	182	352	151	225
724954	255	112	337	218	266	285	154	208	283	127	228
551202	1160	534	1334	941	1134	1346	706	780	1157	490	805
409596	1730	732	1818	1607	1473	1732	838	1031	1316	661	967
100576399	1228	526	1244	1015	1205	1391	615	690	1134	529	725
100577384	57	16	49	40	51	48	31	25	42	20	28
727127	4018	2070	5156	3770	4613	5070	2111	2532	4808	1802	3316
725651	757	366	910	572	809	972	371	544	679	305	468
410686	3506	807	2744	3391	3467	3174	1855	1812	3359	1393	2726
100576133	0	0	0	0	0	0	0	0	0	0	0
726585	2140	754	1991	1790	1764	2205	888	1132	1742	747	1100
100576621	1183	483	1273	878	987	1144	627	713	1147	433	713
725454	25	8	15	15	10	12	4	4	15	10	10
551078	7913	3790	8806	6944	7411	8756	4511	4919	7688	3321	4726
412130	20075	8752	20624	17567	19758	22097	10809	12775	19221	8919	12668
100578047	9	1	7	10	6	6	6	2	6	2	3
412988	0	0	0	0	0	0	0	0	0	0	0
408676	7686	2615	6354	7325	7106	7149	3705	4020	6511	2939	4649
100576120	0	0	0	0	0	0	0	0	0	0	0
410863	1334	696	1526	1293	1489	1706	824	855	1426	703	964
100577276	11	7	20	13	19	19	11	5	18	13	21
100578135	0	0	0	0	0	0	0	0	0	0	0
100188904	137	58	107	81	116	89	59	67	118	55	41
100576263	422	248	477	417	610	469	183	316	400	148	233
412160	2456	1231	2997	2156	2585	2992	1481	1678	2706	1220	1777
100576974	1224	635	1328	1031	1104	1416	771	809	1164	531	709
551930	7747	2827	6964	6499	5968	7177	3875	4314	6145	2821	4116
410923	25798	9683	24458	23031	26017	26092	13178	13698	24151	11035	16174
100576115	0	0	0	0	0	1	0	0	0	0	1
726301	3609	1751	3971	3163	3501	4075	1965	2166	3556	1567	2376
411750	8669	3846	9353	7683	8602	9783	4920	5449	8744	4103	5948
724536	4225	2092	4749	3326	4142	4720	2097	2580	3644	1758	2614
100578699	32	9	31	37	31	35	17	7	20	9	17
551499	2652	1327	3042	2402	2873	3446	1460	1658	2655	1286	1883
726340	0	0	0	0	0	0	0	0	0	0	0
724740	1564	660	1571	1386	1481	1693	810	939	1396	674	942
410897	1373	628	1456	1254	1376	1621	821	882	1406	630	977
413579	5424	2457	5891	4577	5656	6270	3020	3035	5422	2474	3747
413723	2	2	1	4	2	2	0	0	2	0	2
727393	0	0	0	0	0	0	0	0	0	0	0
100576127	129	101	114	122	239	162	82	117	145	74	98
408333	24308	8465	22677	21600	22957	24281	12176	14754	22241	10317	15546
100577138	7644	2731	7209	5999	6290	7960	3559	3631	6015	3110	4111
408594	66532	23245	57182	58831	56566	62537	31449	39738	54770	25075	39727
724937	3927	1699	4098	3418	3844	4406	2109	2217	3829	1745	2630
100578688	144	91	215	150	189	254	78	86	185	54	138
410006	8555	2411	6659	7271	7247	6733	4547	4968	7535	3202	4401
410293	66	42	87	78	90	92	27	48	93	36	53
100577446	82	21	84	75	70	77	39	53	81	35	43
100578873	0	0	0	0	0	0	0	0	0	0	0
100576898	613	336	723	451	603	712	430	482	686	332	469
100577017	169	43	163	148	131	216	68	78	153	84	100
726638	775	373	853	653	786	930	477	510	949	405	552
725376	1327	621	1521	1165	1328	1415	956	991	1473	728	1145
409861	6665	3128	7018	5628	6292	7127	3746	3975	6218	2851	3894
